,,,,,SECURED,SECURED,SALES,JV,EARNINGS,CONT,BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140776,Coventry Build-out,300340,Virginia Main,Project,2014,2014.JUN,,N,P,LS,001,,5 ,1," $30,613 ", $(509), $(3), $(21), $21 , $0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140778,BMW BiW,304100,Lathrop Main,Project,2015,2015.MAR,,N,P,CGS,004,,26 ,7," $1,195,336 "," $2,773,871 "," $2,424,929 "," $2,455,975 "," $2,602,903 "," $2,209,626 "," $2,776,838 "," $1,728,712 "," $694,811 "," $572,019 "," $426,509 "," $303,661 "," $331,312 "," $110,694 "," $127,086 "," $(79,545)"," $127,844 "," $(13,720)"," $20,108 "," $28,748 "," $4,337 "," $(21,865)"," $21,709 ", $32 , $102 , $(164),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140814,FAU - Breezeway Renovation Precon,300358,Miami SPD,Project,2014,2014.JUL,,N,P,LS,005,,2 ,1," $29,000 ", $56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140824,Otay Tijuana Cross Border CSG,300481,San Diego SPD,Project,2014,2014.JUL,,N,P,CP,001,,4 ,1, $(280)," $(3,885)"," $3,335 ", $800 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140887,Mechanicville Station Fit-Up,300222,NY North,Project,2014,2014.JUL,,N,P,CG,010,,21 ,1," $16,564 "," $1,061 "," $32,314 "," $92,858 "," $62,648 "," $69,194 "," $18,635 "," $6,095 "," $2,475 "," $1,751 "," $9,760 "," $(1,155)", $753 , $700 ," $7,246 "," $3,542 ", $105 ," $2,813 "," $(3,877)", $43 ," $4,016 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140978,UMD-Severn Bldg Reno-Remote Library-MSh,300341,Virginia SPD,Project,2014,2014.AUG,,N,P,CG,005,,37 ,5," $19,112 "," $175,216 "," $215,925 "," $382,979 "," $316,535 "," $634,916 "," $1,134,570 "," $799,186 "," $1,577,061 "," $1,639,789 "," $308,133 "," $272,618 "," $25,260 "," $9,279 "," $122,513 "," $23,265 "," $13,284 "," $6,361 "," $39,324 "," $1,770 "," $18,570 ", $824 ," $54,153 "," $70,861 "," $2,386 "," $1,431 ", $(918), $476 , $(0), $441 , $66 , $17 ," $6,884 ", $36 , $0 , $(0)," $19,428 ", $(84)," $1,318 "," $(1,683)", $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141004,MTSU Bell Street Renovation,300365,Nashville Main,Project,2014,2014.DEC,,N,P,CG,005,,18 ,4," $26,101 "," $41,363 "," $425,240 "," $475,552 "," $556,921 "," $822,439 "," $554,129 "," $562,381 "," $156,561 "," $359,283 "," $343,713 "," $25,258 "," $56,163 "," $3,986 ", $(217)," $3,235 ", $43 , $(0)," $2,925 ", $1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,UBS Charlotte UPS Upgrades,323102,MEP Connecticut,Project,2014,2014.AUG,,N,M,CP,003,,3 ,1," $9,578 ", $206 ," $5,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141016,Ohio Veterans Memorial and Museum Precon,300372,Columbus Main,Project,2014,2014.AUG,,N,P,CG,013,,31 ,1," $101,716 ", $928 ," $3,199 "," $32,264 "," $160,311 "," $54,506 "," $63,270 "," $(75,936)"," $(2,022)"," $4,766 "," $1,033 "," $3,036 "," $13,714 ", $427 ," $(22,260)"," $4,663 "," $3,302 "," $(9,123)"," $7,988 "," $7,200 "," $1,967 "," $8,544 ", $2 ," $2,147 ", $185 ," $4,831 "," $(4,652)", $270 ," $3,990 ", $958 ," $(2,205)", $0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141040,Olathe Aging Facilities #2,300391,Kansas City SPD,Project,2015,2015.MAR,,N,P,M,006,,15 ,1," $9,764 "," $83,599 "," $18,591 "," $30,236 "," $29,165 "," $25,928 "," $22,727 "," $17,665 "," $18,771 "," $8,305 ", $108 ," $1,694 ", $(0), $252 , $3 , $(130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141087,NIAGARA FALLS BRIDGE COMMISSION PLAZA,323108,MEP NY North,Project,2014,2014.SEP,,N,M,CGS,001,,4 ,1," $108,765 "," $1,380 "," $54,750 "," $6,651 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141108,230 Lincoln Road,300358,Miami SPD,Project,2014,2014.OCT,,N,P,CG,002,,40 ,4," $271,922 "," $581,451 "," $283,642 "," $1,283,846 "," $550,776 "," $454,259 "," $117,552 "," $1,057,353 "," $(26,555)"," $32,144 "," $126,730 "," $(2,288)", $196 ," $1,956 "," $(14,604)"," $13,215 "," $22,312 ", $(280)," $(5,214)", $(436)," $1,287 ", $73 ," $4,661 ", $373 ," $1,237 "," $16,533 "," $(13,453)"," $6,640 ", $126 ," $(6,643)", $39 , $125 , $40 , $39 , $40 , $80 , $40 , $40 , $474 , $(175),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141119,US Patent and Trademark Office,300454,South Bay SPD,Project,2015,2015.JAN,,N,P,CG,001,,27 ,7," $316,562 "," $376,109 "," $145,579 "," $287,754 "," $1,814,742 "," $1,841,056 "," $1,379,512 "," $1,794,762 "," $142,726 "," $2,358,706 "," $282,351 "," $296,445 "," $1,036,521 "," $228,567 "," $212,573 "," $94,800 "," $(3,846)"," $4,660 "," $(13,931)"," $(3,588)", $590 ," $39,107 ", $847 ," $4,346 "," $7,745 ", $(1)," $1,796 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141145,Bloomberg 731 Lex -  6th Fl. Amenities,323107,MEP NY Interiors,Project,2014,2014.SEP,,N,M,LS,001,,4 ,1," $31,799 "," $103,937 "," $2,682 "," $6,681 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141164,2014 Dallas BU Warehouse,300400,Dallas Main,Project,2014,2014.OCT,,N,P,CG,016,,7 ,1, $(511)," $(1,918)"," $2,428 ", $(853), $853 ," $2,073 ", $16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141168,Eagle Hill School Reno & Additions,300204,Connecticut SPD,Project,2015,2015.FEB,,N,P,CGS,006,,38 ,5," $447,115 "," $540,202 "," $531,102 "," $827,787 "," $902,450 "," $683,853 "," $967,573 "," $667,806 "," $426,578 "," $268,342 "," $452,023 "," $899,178 "," $(155,501)"," $295,513 "," $54,768 "," $13,982 "," $57,716 "," $47,814 "," $6,213 ", $575 ," $(13,146)", $1 ," $14,598 ", $330 ," $1,540 ", $760 ," $1,139 "," $22,428 "," $1,852 ", $387 , $800 , $17 ," $1,980 ", $689 ," $(6,313)"," $(36,256)", $894 ," $1,740 "," $1,232 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141177,FHI 360 Fitness Center - PG,300341,Virginia SPD,Project,2014,2014.OCT,,N,P,CGS,001,,4 ,1," $1,468 ", $518 , $1 , $(0)," $(1,138)", $7 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141221,Breast and Imaging Center - Loading Dock,300220,NY Main,Project,2014,2014.OCT,,N,P,LS,008,,2 ,1," $31,781 ", $(24), $1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141222,Bloomberg Foundation,300221,NY Interiors,Project,2014,2014.OCT,,N,P,CP,001,,4 ,1, $43 ," $1,992 ", $(1), $23 , $(0), $34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141242,USACE - NASA Langley DATA Center,300345,Federal Services Main,Project,2014,2014.OCT,,N,P,LS,010,,49 ,8," $239,434 "," $53,146 "," $135,358 "," $360,586 "," $100,149 "," $138,001 "," $387,289 "," $653,528 "," $1,391,564 "," $365,155 "," $596,596 "," $886,660 "," $705,576 "," $1,101,528 "," $1,170,335 "," $1,497,945 "," $3,945,461 "," $2,238,312 "," $2,506,132 "," $3,701,438 "," $1,695,879 "," $1,730,476 "," $869,047 "," $1,382,486 "," $1,437,249 "," $881,614 "," $127,270 "," $(23,760)"," $24,354 "," $(118,150)"," $3,950 ", $300 , $(40)," $2,130,227 "," $29,019 "," $10,885 "," $27,893 "," $22,025 "," $7,408 "," $10,135 "," $13,427 "," $10,769 "," $148,110 "," $39,592 "," $7,838 "," $34,331 "," $10,303 "," $440,078 "," $5,019 "," $(2,768)"," $5,495 "," $1,449 "," $7,487 "," $1,195,229 "," $4,208 "," $10,213 "," $125,653 "," $1,910 "," $(122,859)"," $153,003 "," $32,471 ", $2 , $(827),,,,,,,,,,,,,,,,,,,,,
141245,UCSD Triton Ballpark,300481,San Diego SPD,Project,2014,2014.OCT,,N,P,LS,005,,5 ,1," $25,441 "," $218,026 ", $1 ," $15,000 "," $1,697 "," $7,356 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141248,MTSU Davis and Wiser Patton- Precon,308100,Universal Main,Project,2014,2014.OCT,,N,P,CG,005,,4 ,1, $425 , $(3), $0 , $(0)," $73,916 ", $662 , $1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141293,Children's Science Center - The Lab,300340,Virginia Main,Project,2014,2014.OCT,,N,P,CG,013,,11 ,1," $3,594 "," $93,064 "," $126,345 "," $218,643 "," $61,391 "," $(9,835)"," $8,884 "," $77,623 ", $39 , $0 , $(0)," $(1,384)"," $3,330 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,Verizon Wireless Remote Racking,323109,MEP New Jersey,Project,2014,2014.NOV,,N,M,LS,003,,7 ,1," $2,040 "," $35,970 "," $1,000 "," $14,417 "," $14,417 "," $10,657 "," $16,430 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141313,First Choice ER - Fort Worth Avondale,323119,MEP Dallas,Project,2014,2014.NOV,,N,M,LS,008,,2 ,1," $186,500 ", $136 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141317,Butler Health System MOB,300332,Pittsburgh Main,Project,2014,2014.DEC,,N,P,CG,008,,22 ,7," $625,313 "," $437,879 "," $1,222,022 "," $546,475 "," $1,908,815 "," $2,097,198 "," $2,112,150 "," $1,557,271 "," $1,088,909 "," $2,070,803 "," $992,668 "," $691,876 "," $106,179 "," $(3,569)"," $16,330 "," $24,290 "," $6,805 "," $44,118 "," $5,280 "," $(17,144)", $6 , $213 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141321,MUFG Union Bank -1221 AOA,323107,MEP NY Interiors,Project,2014,2014.NOV,,N,M,CG,001,,28 ,7," $20,000 "," $277,977 "," $1,624,763 "," $2,883,455 "," $521,252 "," $1,163,753 "," $627,684 "," $1,039,251 "," $294,493 "," $20,000 "," $43,219 "," $20,000 "," $664,729 "," $1,105,604 "," $175,086 "," $20,000 "," $(7,674)"," $20,000 "," $98,621 "," $11,593 "," $20,000 "," $13,750 "," $20,000 "," $10,000 "," $20,000 "," $20,000 "," $20,000 "," $3,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141331,"1225 17th Street, 20th Floor Renovations",300392,Denver Main,Project,2014,2014.NOV,,N,P,CP,001,,6 ,1," $1,460 "," $7,988 ", $69 , $(1), $(900)," $(1,300)", $10 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141334,Denver Estimating - 2014,300392,Denver Main,Project,2014,2014.NOV,,N,P,CG,016,,8 ,1," $(66,000)"," $66,000 "," $3,435 "," $(3,335)", $(100), $260 , $(260), $(932),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141340,MSK 3rd Floor UPS,323106,MEP NY Main,Project,2014,2014.NOV,,N,M,CP,008,,5 ,1," $2,714 "," $116,910 "," $12,990 "," $1,250 "," $3,450 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141341,Days Inn and Suites Cadiz,300375,Cleveland SPD,Project,2014,2014.NOV,,N,P,CSL,015,,17 ,1, $436 ," $2,479 "," $2,399 "," $3,084 "," $1,842 "," $2,319 "," $1,906 "," $1,858 ", $(107), $330 , $(1), $760 ," $1,520 ", $77 ," $10,175 ", $86 , $407 ," $1,173 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141342,St Anthony TL Pavilion,323119,MEP Dallas,Project,2014,2014.NOV,,N,M,LS,008,,17 ,2," $13,673 "," $10,333 "," $122,454 "," $851,056 "," $10,660 "," $663,822 "," $9,536 ", $56 ," $85,955 "," $3,672 "," $26,463 "," $16,059 "," $10,859 "," $4,643 ", $865 ," $17,977 ", $(22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141344,Kansas City Estimating,300390,Kansas City Main,Project,2014,2014.NOV,,N,P,CG,016,,27 ,1, $335 ," $(57,214)"," $56,879 "," $(54,220)"," $54,220 ", $(298), $298 , $(196), $196 ," $4,321 "," $(4,321)", $274 ," $(1,082)"," $4,281 "," $(4,281)"," $3,475 ", $305 , $297 ," $(4,077)"," $4,659 ", $296 , $285 ," $(5,240)", $171 , $(171)," $6,446 "," $(6,446)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141348,Olathe Fire Station #2 Improvements,300391,Kansas City SPD,Project,2014,2014.NOV,,N,P,CP,010,,24 ,2," $7,281 "," $1,937 ", $996 ," $54,311 "," $1,369 "," $10,138 "," $6,458 "," $375,900 "," $403,838 "," $311,654 "," $117,446 "," $44,401 "," $16,317 "," $16,811 "," $20,564 "," $12,867 "," $15,566 "," $7,457 ", $(249)," $16,919 "," $17,433 "," $17,512 "," $4,165 "," $7,763 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141350,Sanofi Pasteur B75 QC Facility,300330,Philadelphia Main,Project,2014,2014.NOV,,N,P,CP,007,,49 ,8," $899,355 "," $(154,660)"," $305,693 "," $1,154,289 "," $719,646 "," $1,385,954 "," $2,255,076 "," $1,699,571 "," $3,006,681 "," $2,633,272 "," $5,173,184 "," $2,110,114 "," $3,817,611 "," $3,147,343 "," $3,824,949 "," $4,259,309 "," $3,532,433 "," $2,733,432 "," $1,787,151 "," $1,541,667 "," $1,721,278 "," $763,707 "," $453,634 "," $377,707 "," $93,539 "," $(197,856)"," $58,046 "," $8,337 "," $31,768 "," $59,864 "," $157,430 "," $7,630 "," $140,698 "," $241,757 "," $(4,061)"," $2,353 ", $(27), $(4), $18 , $164 , $685 , $22 , $18 , $18 , $18 , $18 , $18 , $36 , $749 , $18 , $16 , $27 , $27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141351,Sanofi Pasteur B55 GCI Lab Extension,300330,Philadelphia Main,Project,2014,2014.NOV,,N,P,CP,007,,49 ,7," $223,352 "," $257,409 "," $354,678 "," $848,457 "," $1,152,241 "," $1,031,998 "," $1,636,938 "," $1,459,032 "," $2,905,817 "," $1,307,056 "," $1,934,439 "," $608,093 "," $767,890 "," $729,184 "," $591,504 "," $319,250 "," $266,116 "," $37,202 "," $71,438 "," $13,176 "," $4,259 "," $2,522 "," $3,173 "," $3,537 ", $233 ," $331,797 ", $482 ," $(10,449)"," $(1,127)", $19 ," $(262,468)"," $3,024 "," $(3,321)"," $(29,651)", $54 , $18 , $17 , $18 , $17 , $18 , $339 , $19 , $18 , $18 , $18 , $18 , $18 , $36 , $18 , $18 , $16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141353,Self Perform - Jungman General Trades,300402,Houston Main,Project,2014,2014.NOV,,N,P,LS,001,,3 ,1, $678 , $(678)," $(68,570)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141362,BU CILSE,300200,Boston Main,Project,2014,2014.NOV,,N,P,CG,005,,48 ,10," $2,591 "," $613,955 "," $683,194 "," $1,467,428 "," $3,935,829 "," $2,367,831 "," $1,297,970 "," $4,106,260 "," $2,921,358 "," $4,390,960 "," $4,720,993 "," $6,791,899 "," $5,208,555 "," $10,347,141 "," $7,607,362 "," $5,425,132 "," $4,331,464 "," $3,942,494 "," $4,819,666 "," $3,567,732 "," $4,460,085 "," $5,400,192 "," $4,809,204 "," $3,071,861 "," $4,338,925 "," $1,896,536 "," $543,594 "," $1,490,305 "," $243,998 "," $1,684,182 "," $1,025,888 "," $362,401 "," $33,183 "," $5,008 "," $364,781 ", $262 , $554 ," $1,116 "," $(17,467)", $78 , $363 , $352 , $142 ," $2,199 "," $2,445 "," $2,098 "," $1,571 ", $32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141364,MCOI Phase 1.5 - Warehouse,300402,Houston Main,Project,2014,2014.NOV,,N,P,LS,004,,25 ,4," $5,182 "," $6,582 "," $586,289 "," $1,857,344 "," $722,249 "," $508,942 "," $672,833 "," $109,914 "," $233,981 "," $45,352 "," $36,476 "," $39,650 "," $17,426 "," $13,826 "," $27,069 "," $90,636 "," $9,909 "," $43,535 "," $22,484 "," $14,728 "," $13,784 ", $(696), $251 , $(1)," $5,355 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141365,"Liberty Mutual - 55 Water St, 28th Floor",300221,NY Interiors,Project,2014,2014.NOV,,N,P,LS,001,,12 ,1, $247 ," $1,540 "," $293,215 "," $239,501 "," $15,504 "," $37,722 "," $4,656 ", $80 , $318 , $39 , $925 , $(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141375,Intel King of Prussia Office,300331,Philadelphia SPD,Project,2014,2014.NOV,,N,P,CG,001,,14 ,1," $4,700 "," $175,484 "," $299,934 "," $231,553 "," $54,704 "," $60,658 "," $20,049 "," $16,002 "," $8,957 "," $2,731 ", $195 , $(0)," $(1,222)", $11 , $(0), $9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141379,BPTH Infrast. 5- Chiller & Cooling Tower,323102,MEP Connecticut,Project,2014,2014.NOV,,N,M,CP,008,,10 ,2," $334,521 "," $402,517 "," $25,000 "," $551,464 "," $5,000 "," $(15,000)"," $5,000 "," $5,000 "," $(3,617)"," $(7,200)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141380,Cooley Dickenson - Oncology Renovations,323102,MEP Connecticut,Project,2014,2014.NOV,,N,M,CG,008,,2 ,1," $1,273 "," $101,727 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141386,Meridian - Riverview Renovations,323104,MEP Philadelphia,Project,2014,2014.NOV,,N,M,CP,008,,7 ,1," $7,760 "," $3,910 ", $500 , $691 ," $15,765 "," $1,919 "," $1,975 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141387,MSK 3rd Floor UPS,300220,NY Main,Project,2015,2015.MAY,,N,P,CG,008,,16 ,1," $142,437 "," $388,884 "," $44,699 "," $9,806 "," $137,177 "," $20,969 "," $29,083 "," $22,099 "," $20,662 "," $22,599 "," $39,634 "," $102,328 "," $8,419 ", $142 , $390 , $(66),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141398,One Liberty - Observatory Deck,300331,Philadelphia SPD,Project,2014,2014.NOV,,N,P,CG,013,,34 ,4," $142,872 "," $157,464 "," $179,645 "," $344,700 "," $662,596 "," $1,294,219 "," $1,445,773 "," $281,096 "," $643,047 "," $(365,605)"," $172,937 "," $72,237 "," $20,392 "," $4,104 ", $965 ," $1,195 "," $18,133 ", $345 , $89 , $987 ," $10,371 "," $2,254 "," $1,307 ", $107 , $281 , $637 , $20 , $8 , $0 , $(0)," $1,951 ", $110 , $5 , $47 ," $2,966 ", $3 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141400,UK PCF - Phase 1F - Elevators,300370,Cincinnati Main,Project,2014,2014.NOV,,N,P,CG,008,,30 ,4," $54,844 "," $7,898 "," $648,331 "," $68,958 "," $305,866 "," $214,725 "," $285,501 "," $217,590 "," $259,697 "," $141,233 "," $159,246 "," $233,005 "," $136,563 "," $326,121 "," $223,357 "," $322,111 "," $714,449 "," $18,356 "," $46,866 "," $32,259 ", $(64)," $1,843 "," $17,718 "," $3,112 "," $9,974 "," $6,209 ", $12 ," $11,404 "," $15,000 "," $30,218 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141401,UK PCF - Phase 1F - NICU Renovation,300370,Cincinnati Main,Project,2014,2014.NOV,,N,P,CG,008,,44 ,9, $9 , $6 , $101 ," $6,321 "," $25,421 "," $19,573 "," $33,503 "," $35,222 "," $135,832 "," $860,257 "," $782,826 "," $1,938,684 "," $2,452,191 "," $2,565,418 "," $2,088,752 "," $2,794,966 "," $3,474,738 "," $3,879,192 "," $3,860,387 "," $3,407,197 "," $4,223,812 "," $3,308,287 "," $3,181,802 "," $2,663,935 "," $3,192,547 "," $1,790,094 "," $1,731,890 "," $1,545,684 "," $1,463,566 "," $1,028,578 "," $645,003 "," $374,022 "," $445,032 "," $109,988 "," $(20,155)"," $3,674 "," $56,316 "," $(11,349)"," $(23,848)", $26 ," $108,824 "," $25,741 ", $(265), $2 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141402,UK PCF - Phase 1F - Kitchen and Cafe',300370,Cincinnati Main,Project,2014,2014.NOV,,N,P,CG,008,,29 ,7," $61,393 "," $25,106 "," $28,308 "," $81,490 "," $236,980 "," $566,570 "," $1,022,156 "," $1,167,415 "," $1,099,349 "," $935,447 "," $1,367,336 "," $1,426,410 "," $1,987,791 "," $1,454,713 "," $1,097,034 "," $107,033 "," $137,931 "," $79,998 "," $116,817 "," $2,735 ", $(431)," $116,936 "," $5,888 "," $(3,611)"," $23,804 "," $103,190 ", $40 ," $7,741 ", $(294),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141405,3573 Wolfedale Road - DC Project,302102,Toronto Main,Project,2014,2014.DEC,,N,P,CP,001,,29 ,3," $53,001 "," $23,301 "," $15,737 "," $124,256 "," $173,167 "," $389,518 "," $(66,722)"," $211,730 "," $77,058 "," $613,005 "," $204,200 "," $263,991 "," $106,448 "," $235,478 "," $456,612 "," $225,217 "," $35,827 "," $20,002 "," $29,636 "," $(7,862)"," $94,142 "," $(10,348)"," $2,164 "," $21,599 "," $11,301 "," $14,877 "," $4,838 ", $(33), $18 , $0 , $(0), $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141409,BHN Hyperbaric Chamber Installation,300358,Miami SPD,Project,2014,2014.DEC,,N,P,LS,008,,16 ,1," $16,710 "," $66,419 "," $32,467 "," $265,114 "," $269,780 "," $143,728 "," $67,239 "," $13,590 "," $10,109 "," $17,692 "," $14,316 "," $7,450 "," $1,319 ", $286 ," $2,576 ", $17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141410,BHN MOB Re-Roofing,300358,Miami SPD,Project,2014,2014.DEC,,N,P,LS,008,,13 ,1," $9,119 "," $16,891 "," $155,104 "," $73,395 "," $130,329 "," $17,401 "," $9,131 "," $3,277 "," $(1,913)", $247 , $(0), $381 ," $3,620 ", $31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141411,MacLean Law Group TI,302103,Vancouver Main,Project,2014,2014.DEC,,N,P,CG,001,,13 ,1," $12,440 "," $84,450 "," $297,348 "," $119,168 "," $78,872 "," $30,889 "," $(5,042)", $717 , $1 , $(0), $(117), $192 ," $2,905 "," $1,026 ", $11 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141412,TD Bank Restack - 9000,300331,Philadelphia SPD,Project,2014,2014.DEC,,N,P,CG,001,,30 ,3," $13,088 "," $322,252 "," $146,331 "," $265,568 "," $233,361 "," $105,171 "," $224,485 "," $145,400 "," $341,707 "," $142,856 "," $103,598 "," $414,755 "," $139,458 "," $74,008 "," $17,378 "," $5,052 "," $4,786 "," $10,083 "," $118,489 "," $3,824 "," $2,583 "," $3,354 "," $8,189 "," $1,623 "," $1,216 ", $682 , $168 , $1 , $(0), $(0)," $2,710 ", $(26), $0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
